text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,full_screen,focus_shifts,view_history,mouse_click,stim_duration,exp_stage,stim,coded_response,trial_num,reference,stim_rating,reference_rating,responses,credit_var,subject
,1556.0,,1556.0,500.0,stim,single-stim-button,65,168721,0.0-64.0,dietary_decision,True,0,,Unhealthy,1556.0,health_rating,ChipsAhoy,-1.0,11.0,,,,,,0
,1280.0,,1280.0,500.0,stim,single-stim-button,66,170507,0.0-65.0,dietary_decision,True,0,,Unhealthy,1280.0,health_rating,FamousAmos,-1.0,12.0,,,,,,0
,1881.0,,1881.0,500.0,stim,single-stim-button,67,172899,0.0-66.0,dietary_decision,True,0,,Unhealthy,1881.0,health_rating,cookiencream,-1.0,13.0,,,,,,0
,1685.0,,1685.0,500.0,stim,single-stim-button,68,175092,0.0-67.0,dietary_decision,True,0,,Very_Healthy,1685.0,health_rating,orange,2.0,14.0,,,,,,0
,2169.0,,2169.0,500.0,stim,single-stim-button,69,177764,0.0-68.0,dietary_decision,True,0,,Healthy,2169.0,health_rating,frozenyogart,1.0,15.0,,,,,,0
,2509.0,,2509.0,500.0,stim,single-stim-button,70,180779,0.0-69.0,dietary_decision,True,0,,Very_Healthy,2509.0,health_rating,redgrapes,2.0,16.0,,,,,,0
,1313.0,,1313.0,500.0,stim,single-stim-button,72,187117,0.0-71.0,dietary_decision,True,0,,Very_Healthy,1313.0,health_rating,strawberries,2.0,18.0,,,,,,0
,1984.0,,1984.0,500.0,stim,single-stim-button,73,189602,0.0-72.0,dietary_decision,True,0,,Healthy,1984.0,health_rating,RiceKrispyTreat,1.0,19.0,,,,,,0
,1953.0,,1953.0,500.0,stim,single-stim-button,74,192060,0.0-73.0,dietary_decision,True,0,,Unhealthy,1953.0,health_rating,Reeses,-1.0,20.0,,,,,,0
,1784.0,,1784.0,500.0,stim,single-stim-button,75,194355,0.0-74.0,dietary_decision,True,0,,Unhealthy,1784.0,health_rating,icecreamsandwich,-1.0,21.0,,,,,,0
,1776.0,,1776.0,500.0,stim,single-stim-button,76,196639,0.0-75.0,dietary_decision,True,0,,Neutral,1776.0,health_rating,orangejello,0.0,22.0,,,,,,0
,1835.0,,1835.0,500.0,stim,single-stim-button,77,198990,0.0-76.0,dietary_decision,True,0,,Healthy,1835.0,health_rating,HoHo,1.0,23.0,,,,,,0
,1910.0,,1910.0,500.0,stim,single-stim-button,78,201405,0.0-77.0,dietary_decision,True,0,,Healthy,1910.0,health_rating,mixedyogart,1.0,24.0,,,,,,0
,1224.0,,1224.0,500.0,stim,single-stim-button,79,203144,0.0-78.0,dietary_decision,True,0,,Very_Healthy,1224.0,health_rating,banana,2.0,25.0,,,,,,0
,1838.0,,1838.0,500.0,stim,single-stim-button,80,205496,0.0-79.0,dietary_decision,True,0,,Very_Unhealthy,1838.0,health_rating,Doritosranch,-2.0,26.0,,,,,,0
,1779.0,,1779.0,500.0,stim,single-stim-button,81,207782,0.0-80.0,dietary_decision,True,0,,Neutral,1779.0,health_rating,MrsFields,0.0,27.0,,,,,,0
,2283.0,,2283.0,500.0,stim,single-stim-button,82,210573,0.0-81.0,dietary_decision,True,0,,Very_Unhealthy,2283.0,health_rating,FlamingCheetos,-2.0,28.0,,,,,,0
,1769.0,,1769.0,500.0,stim,single-stim-button,83,212854,0.0-82.0,dietary_decision,True,0,,Healthy,1769.0,health_rating,sbdietbar,1.0,29.0,,,,,,0
,2299.0,,2299.0,500.0,stim,single-stim-button,84,215665,0.0-83.0,dietary_decision,True,0,,Unhealthy,2299.0,health_rating,Lindt,-1.0,30.0,,,,,,0
,1752.0,,1752.0,500.0,stim,single-stim-button,85,217918,0.0-84.0,dietary_decision,True,0,,Healthy,1752.0,health_rating,raisins,1.0,31.0,,,,,,0
,2013.0,,2013.0,500.0,stim,single-stim-button,86,220440,0.0-85.0,dietary_decision,True,0,,Neutral,2013.0,health_rating,keeblerrainbow,0.0,32.0,,,,,,0
,2196.0,,2196.0,500.0,stim,single-stim-button,87,223144,0.0-86.0,dietary_decision,True,0,,Healthy,2196.0,health_rating,ruffles,1.0,33.0,,,,,,0
,2037.0,,2037.0,500.0,stim,single-stim-button,88,225690,0.0-87.0,dietary_decision,True,0,,Healthy,2037.0,health_rating,cellery,1.0,34.0,,,,,,0
,2118.0,,2118.0,500.0,stim,single-stim-button,89,228322,0.0-88.0,dietary_decision,True,0,,Very_Unhealthy,2118.0,health_rating,Oreos,-2.0,35.0,,,,,,0
,1460.0,,1460.0,500.0,stim,single-stim-button,90,230290,0.0-89.0,dietary_decision,True,0,,Neutral,1460.0,health_rating,slimfastV,0.0,36.0,,,,,,0
,1294.0,,1294.0,500.0,stim,single-stim-button,91,232100,0.0-90.0,dietary_decision,True,0,,Very_Healthy,1294.0,health_rating,grannysmith,2.0,37.0,,,,,,0
,1496.0,,1496.0,500.0,stim,single-stim-button,92,234103,0.0-91.0,dietary_decision,True,0,,Unhealthy,1496.0,health_rating,uTwix,-1.0,38.0,,,,,,0
,1380.0,,1380.0,500.0,stim,single-stim-button,93,235990,0.0-92.0,dietary_decision,True,0,,Unhealthy,1380.0,health_rating,laysclassic,-1.0,39.0,,,,,,0
,2455.0,,2455.0,500.0,stim,single-stim-button,94,238956,0.0-93.0,dietary_decision,True,0,,Healthy,2455.0,health_rating,cherryicecream,1.0,40.0,,,,,,0
,2086.0,,2086.0,500.0,stim,single-stim-button,95,241543,0.0-94.0,dietary_decision,True,0,,Healthy,2086.0,health_rating,wwmuffin,1.0,41.0,,,,,,0
,1570.0,,1570.0,500.0,stim,single-stim-button,96,243622,0.0-95.0,dietary_decision,True,0,,Neutral,1570.0,health_rating,butterfinger,0.0,42.0,,,,,,0
,1085.0,,1085.0,500.0,stim,single-stim-button,97,245214,0.0-96.0,dietary_decision,True,0,,Neutral,1085.0,health_rating,slimfastC,0.0,43.0,,,,,,0
,2179.0,,2179.0,500.0,stim,single-stim-button,98,247908,0.0-97.0,dietary_decision,True,0,,Unhealthy,2179.0,health_rating,cookies,-1.0,44.0,,,,,,0
,1895.0,,1895.0,500.0,stim,single-stim-button,99,250311,0.0-98.0,dietary_decision,True,0,,Healthy,1895.0,health_rating,wwbrownie,1.0,45.0,,,,,,0
,1899.0,,1899.0,500.0,stim,single-stim-button,100,252726,0.0-99.0,dietary_decision,True,0,,Very_Unhealthy,1899.0,health_rating,KitKat,-2.0,46.0,,,,,,0
,1868.0,,1868.0,500.0,stim,single-stim-button,101,255101,0.0-100.0,dietary_decision,True,0,,Healthy,1868.0,health_rating,sbcrackers,1.0,47.0,,,,,,0
,1870.0,,1870.0,500.0,stim,single-stim-button,102,257482,0.0-101.0,dietary_decision,True,0,,Healthy,1870.0,health_rating,blueberryyogart,1.0,48.0,,,,,,0
,1417.0,,1417.0,500.0,stim,single-stim-button,103,259412,0.0-102.0,dietary_decision,True,0,,Healthy,1417.0,health_rating,wheatcrisps,1.0,49.0,,,,,,0
,2434.0,,2434.0,500.0,stim,single-stim-button,54,151475,0.0-53.0,dietary_decision,True,0,,Healthy,2434.0,health_rating,whitegrapes,1.0,0.0,,,,,,1
,2344.0,,2344.0,500.0,stim,single-stim-button,55,154334,0.0-54.0,dietary_decision,True,0,,Neutral,2344.0,health_rating,cherryicecream,0.0,1.0,,,,,,1
,2845.0,,2845.0,500.0,stim,single-stim-button,56,157696,0.0-55.0,dietary_decision,True,0,,Neutral,2845.0,health_rating,wheatcrisps,0.0,2.0,,,,,,1
,1305.0,,1305.0,500.0,stim,single-stim-button,57,159506,0.0-56.0,dietary_decision,True,0,,Neutral,1305.0,health_rating,mixedyogart,0.0,3.0,,,,,,1
,1614.0,,1614.0,500.0,stim,single-stim-button,58,161622,0.0-57.0,dietary_decision,True,0,,Neutral,1614.0,health_rating,strussel,0.0,4.0,,,,,,1
,1067.0,,1067.0,500.0,stim,single-stim-button,59,163195,0.0-58.0,dietary_decision,True,0,,Neutral,1067.0,health_rating,FamousAmos,0.0,5.0,,,,,,1
,1435.0,,1435.0,500.0,stim,single-stim-button,60,165136,0.0-59.0,dietary_decision,True,0,,Neutral,1435.0,health_rating,uTwix,0.0,6.0,,,,,,1
,998.0,,998.0,500.0,stim,single-stim-button,61,166639,0.0-60.0,dietary_decision,True,0,,Neutral,998.0,health_rating,slimfastV,0.0,7.0,,,,,,1
,1296.0,,1296.0,500.0,stim,single-stim-button,62,168440,0.0-61.0,dietary_decision,True,0,,Neutral,1296.0,health_rating,carrots,0.0,8.0,,,,,,1
,1228.0,,1228.0,500.0,stim,single-stim-button,63,170170,0.0-62.0,dietary_decision,True,0,,Neutral,1228.0,health_rating,cellery,0.0,9.0,,,,,,1
,1629.0,,1629.0,500.0,stim,single-stim-button,64,172311,0.0-63.0,dietary_decision,True,0,,Healthy,1629.0,health_rating,frozenyogart,1.0,10.0,,,,,,1
,1505.0,,1505.0,500.0,stim,single-stim-button,65,174321,0.0-64.0,dietary_decision,True,0,,Neutral,1505.0,health_rating,wwbrownie,0.0,11.0,,,,,,1
,995.0,,995.0,500.0,stim,single-stim-button,66,175830,0.0-65.0,dietary_decision,True,0,,Neutral,995.0,health_rating,sbcrackers,0.0,12.0,,,,,,1
,1744.0,,1744.0,500.0,stim,single-stim-button,67,178086,0.0-66.0,dietary_decision,True,0,,Unhealthy,1744.0,health_rating,FlamingCheetos,-1.0,13.0,,,,,,1
,1122.0,,1122.0,500.0,stim,single-stim-button,68,179713,0.0-67.0,dietary_decision,True,0,,Unhealthy,1122.0,health_rating,Doritosranch,-1.0,14.0,,,,,,1
,2423.0,,2423.0,500.0,stim,single-stim-button,69,182645,0.0-68.0,dietary_decision,True,0,,Healthy,2423.0,health_rating,specialKbar,1.0,15.0,,,,,,1
,1328.0,,1328.0,500.0,stim,single-stim-button,70,184487,0.0-69.0,dietary_decision,True,0,,Healthy,1328.0,health_rating,cookies,1.0,16.0,,,,,,1
,1496.0,,1496.0,500.0,stim,single-stim-button,71,186496,0.0-70.0,dietary_decision,True,0,,Healthy,1496.0,health_rating,butterfinger,1.0,17.0,,,,,,1
,1958.0,,1958.0,500.0,stim,single-stim-button,72,188962,0.0-71.0,dietary_decision,True,0,,Healthy,1958.0,health_rating,brocollincauliflower,1.0,18.0,,,,,,1
,3153.0,,3153.0,500.0,stim,single-stim-button,73,192620,0.0-72.0,dietary_decision,True,0,,Neutral,3153.0,health_rating,orangejello,0.0,19.0,,,,,,1
,1606.0,,1606.0,500.0,stim,single-stim-button,74,194730,0.0-73.0,dietary_decision,True,0,,Healthy,1606.0,health_rating,keeblerrainbow,1.0,20.0,,,,,,1
,1992.0,,1992.0,500.0,stim,single-stim-button,75,197227,0.0-74.0,dietary_decision,True,0,,Neutral,1992.0,health_rating,Reeses,0.0,21.0,,,,,,1
,1188.0,,1188.0,500.0,stim,single-stim-button,76,198928,0.0-75.0,dietary_decision,True,0,,Neutral,1188.0,health_rating,cranberries,0.0,22.0,,,,,,1
,1032.0,,1032.0,500.0,stim,single-stim-button,77,200469,0.0-76.0,dietary_decision,True,0,,Neutral,1032.0,health_rating,reddelicious,0.0,23.0,,,,,,1
,1600.0,,1600.0,500.0,stim,single-stim-button,78,202582,0.0-77.0,dietary_decision,True,0,,Healthy,1600.0,health_rating,ChipsAhoy,1.0,24.0,,,,,,1
,1422.0,,1422.0,500.0,stim,single-stim-button,79,204513,0.0-78.0,dietary_decision,True,0,,Healthy,1422.0,health_rating,KitKat,1.0,25.0,,,,,,1
,2944.0,,2944.0,500.0,stim,single-stim-button,80,207961,0.0-79.0,dietary_decision,True,0,,Healthy,2944.0,health_rating,blueberryyogart,1.0,26.0,,,,,,1
,1451.0,,1451.0,500.0,stim,single-stim-button,82,214436,0.0-81.0,dietary_decision,True,0,,Neutral,1451.0,health_rating,HoHo,0.0,28.0,,,,,,1
,2052.0,,2052.0,500.0,stim,single-stim-button,83,217002,0.0-82.0,dietary_decision,True,0,,Unhealthy,2052.0,health_rating,Ghiradelli,-1.0,29.0,,,,,,1
,1479.0,,1479.0,500.0,stim,single-stim-button,84,218985,0.0-83.0,dietary_decision,True,0,,Unhealthy,1479.0,health_rating,ruffles,-1.0,30.0,,,,,,1
,1411.0,,1411.0,500.0,stim,single-stim-button,85,220912,0.0-84.0,dietary_decision,True,0,,Unhealthy,1411.0,health_rating,ffraspsorbet,-1.0,31.0,,,,,,1
,1528.0,,1528.0,500.0,stim,single-stim-button,86,222944,0.0-85.0,dietary_decision,True,0,,Neutral,1528.0,health_rating,wwmuffin,0.0,32.0,,,,,,1
,1404.0,,1404.0,500.0,stim,single-stim-button,87,224861,0.0-86.0,dietary_decision,True,0,,Neutral,1404.0,health_rating,icecreamsandwich,0.0,33.0,,,,,,1
,1314.0,,1314.0,500.0,stim,single-stim-button,89,231191,0.0-88.0,dietary_decision,True,0,,Healthy,1314.0,health_rating,keeblerfudgestripes,1.0,35.0,,,,,,1
,1374.0,,1374.0,500.0,stim,single-stim-button,90,233078,0.0-89.0,dietary_decision,True,0,,Healthy,1374.0,health_rating,100Grand,1.0,36.0,,,,,,1
,928.0,,928.0,500.0,stim,single-stim-button,91,234518,0.0-90.0,dietary_decision,True,0,,Healthy,928.0,health_rating,RiceKrispyTreat,1.0,37.0,,,,,,1
,1843.0,,1843.0,500.0,stim,single-stim-button,92,236870,0.0-91.0,dietary_decision,True,0,,Unhealthy,1843.0,health_rating,laysclassic,-1.0,38.0,,,,,,1
,1271.0,,1271.0,500.0,stim,single-stim-button,93,238646,0.0-92.0,dietary_decision,True,0,,Healthy,1271.0,health_rating,cookiencream,1.0,39.0,,,,,,1
,2182.0,,2182.0,500.0,stim,single-stim-button,94,241341,0.0-93.0,dietary_decision,True,0,,Healthy,2182.0,health_rating,redgrapes,1.0,40.0,,,,,,1
,3075.0,,3075.0,500.0,stim,single-stim-button,95,244920,0.0-94.0,dietary_decision,True,0,,Unhealthy,3075.0,health_rating,strawberries,-1.0,41.0,,,,,,1
,1389.0,,1389.0,500.0,stim,single-stim-button,96,246821,0.0-95.0,dietary_decision,True,0,,Unhealthy,1389.0,health_rating,orange,-1.0,42.0,,,,,,1
,1219.0,,1219.0,500.0,stim,single-stim-button,97,248542,0.0-96.0,dietary_decision,True,0,,Healthy,1219.0,health_rating,banana,1.0,43.0,,,,,,1
,1189.0,,1189.0,500.0,stim,single-stim-button,98,250238,0.0-97.0,dietary_decision,True,0,,Healthy,1189.0,health_rating,MrsFields,1.0,44.0,,,,,,1
,836.0,,836.0,500.0,stim,single-stim-button,99,251585,0.0-98.0,dietary_decision,True,0,,Healthy,836.0,health_rating,uToberlorone,1.0,45.0,,,,,,1
,910.0,,910.0,500.0,stim,single-stim-button,100,253003,0.0-99.0,dietary_decision,True,0,,Healthy,910.0,health_rating,slimfastC,1.0,46.0,,,,,,1
,745.0,,745.0,500.0,stim,single-stim-button,101,254252,0.0-100.0,dietary_decision,True,0,,Healthy,745.0,health_rating,sbdietbar,1.0,47.0,,,,,,1
,602.0,,602.0,500.0,stim,single-stim-button,102,255360,0.0-101.0,dietary_decision,True,0,,Healthy,602.0,health_rating,raisins,1.0,48.0,,,,,,1
,506.0,,506.0,500.0,stim,single-stim-button,103,256378,0.0-102.0,dietary_decision,True,0,,Healthy,506.0,health_rating,Oreos,1.0,49.0,,,,,,1
,2612.0,,2612.0,500.0,stim,single-stim-button,6,36042,0.0-5.0,dietary_decision,True,0,,Neutral,2612.0,health_rating,uToberlorone,0.0,3.0,,,,,,2
,3454.0,,3454.0,500.0,stim,single-stim-button,7,40001,0.0-6.0,dietary_decision,True,0,,Neutral,3454.0,health_rating,sbcrackers,0.0,4.0,,,,,,2
,2219.0,,2219.0,500.0,stim,single-stim-button,8,42728,0.0-7.0,dietary_decision,True,0,,Very_Healthy,2219.0,health_rating,redgrapes,2.0,5.0,,,,,,2
,2475.0,,2475.0,500.0,stim,single-stim-button,9,45711,0.0-8.0,dietary_decision,True,0,,Very_Unhealthy,2475.0,health_rating,Reeses,-2.0,6.0,,,,,,2
,1960.0,,1960.0,500.0,stim,single-stim-button,10,48183,0.0-9.0,dietary_decision,True,0,,Very_Unhealthy,1960.0,health_rating,icecreamsandwich,-2.0,7.0,,,,,,2
,1404.0,,1404.0,500.0,stim,single-stim-button,11,50101,0.0-10.0,dietary_decision,True,0,,Very_Unhealthy,1404.0,health_rating,ChipsAhoy,-2.0,8.0,,,,,,2
,2104.0,,2104.0,500.0,stim,single-stim-button,12,52717,0.0-11.0,dietary_decision,True,0,,Unhealthy,2104.0,health_rating,Doritosranch,-1.0,9.0,,,,,,2
,2910.0,,2910.0,500.0,stim,single-stim-button,13,56142,0.0-12.0,dietary_decision,True,0,,Neutral,2910.0,health_rating,wheatcrisps,0.0,10.0,,,,,,2
,2736.0,,2736.0,500.0,stim,single-stim-button,14,59392,0.0-13.0,dietary_decision,True,0,,Neutral,2736.0,health_rating,wwbrownie,0.0,11.0,,,,,,2
,2164.0,,2164.0,500.0,stim,single-stim-button,15,62068,0.0-14.0,dietary_decision,True,0,,Unhealthy,2164.0,health_rating,butterfinger,-1.0,12.0,,,,,,2
,3828.0,,3828.0,500.0,stim,single-stim-button,16,66402,0.0-15.0,dietary_decision,True,0,,Unhealthy,3828.0,health_rating,cookies,-1.0,13.0,,,,,,2
,2069.0,,2069.0,500.0,stim,single-stim-button,17,68979,0.0-16.0,dietary_decision,True,0,,Unhealthy,2069.0,health_rating,orangejello,-1.0,14.0,,,,,,2
,2398.0,,2398.0,500.0,stim,single-stim-button,18,71892,0.0-17.0,dietary_decision,True,0,,Very_Healthy,2398.0,health_rating,orange,2.0,15.0,,,,,,2
,3752.0,,3752.0,500.0,stim,single-stim-button,19,76154,0.0-18.0,dietary_decision,True,0,,Neutral,3752.0,health_rating,slimfastV,0.0,16.0,,,,,,2
,1990.0,,1990.0,500.0,stim,single-stim-button,21,83166,0.0-20.0,dietary_decision,True,0,,Very_Healthy,1990.0,health_rating,banana,2.0,18.0,,,,,,2
,1865.0,,1865.0,500.0,stim,single-stim-button,22,85541,0.0-21.0,dietary_decision,True,0,,Very_Healthy,1865.0,health_rating,specialKbar,2.0,19.0,,,,,,2
,3439.0,,3439.0,500.0,stim,single-stim-button,23,89493,0.0-22.0,dietary_decision,True,0,,Unhealthy,3439.0,health_rating,keeblerfudgestripes,-1.0,20.0,,,,,,2
,1746.0,,1746.0,500.0,stim,single-stim-button,24,91749,0.0-23.0,dietary_decision,True,0,,Unhealthy,1746.0,health_rating,MrsFields,-1.0,21.0,,,,,,2
,3237.0,,3237.0,500.0,stim,single-stim-button,25,95491,0.0-24.0,dietary_decision,True,0,,Unhealthy,3237.0,health_rating,cookiencream,-1.0,22.0,,,,,,2
,1111.0,,1111.0,500.0,stim,single-stim-button,26,97115,0.0-25.0,dietary_decision,True,0,,Unhealthy,1111.0,health_rating,uTwix,-1.0,23.0,,,,,,2
,1011.0,,1011.0,500.0,stim,single-stim-button,27,98638,0.0-26.0,dietary_decision,True,0,,Unhealthy,1011.0,health_rating,FlamingCheetos,-1.0,24.0,,,,,,2
,1165.0,,1165.0,500.0,stim,single-stim-button,28,100313,0.0-27.0,dietary_decision,True,0,,Unhealthy,1165.0,health_rating,strussel,-1.0,25.0,,,,,,2
,1388.0,,1388.0,500.0,stim,single-stim-button,31,111245,0.0-30.0,dietary_decision,True,0,,Unhealthy,1388.0,health_rating,wwmuffin,-1.0,28.0,,,,,,2
,1909.0,,1909.0,500.0,stim,single-stim-button,32,113666,0.0-31.0,dietary_decision,True,0,,Very_Unhealthy,1909.0,health_rating,blueberryyogart,-2.0,29.0,,,,,,2
,1981.0,,1981.0,500.0,stim,single-stim-button,33,116161,0.0-32.0,dietary_decision,True,0,,Very_Healthy,1981.0,health_rating,frozenyogart,2.0,30.0,,,,,,2
,1151.0,,1151.0,500.0,stim,single-stim-button,34,117823,0.0-33.0,dietary_decision,True,0,,Very_Healthy,1151.0,health_rating,grannysmith,2.0,31.0,,,,,,2
,1993.0,,1993.0,500.0,stim,single-stim-button,35,120322,0.0-34.0,dietary_decision,True,0,,Unhealthy,1993.0,health_rating,slimfastC,-1.0,32.0,,,,,,2
,2183.0,,2183.0,500.0,stim,single-stim-button,36,123018,0.0-35.0,dietary_decision,True,0,,Very_Healthy,2183.0,health_rating,cranberries,2.0,33.0,,,,,,2
,2875.0,,2875.0,500.0,stim,single-stim-button,37,126402,0.0-36.0,dietary_decision,True,0,,Neutral,2875.0,health_rating,ruffles,0.0,34.0,,,,,,2
,2553.0,,2553.0,500.0,stim,single-stim-button,38,129468,0.0-37.0,dietary_decision,True,0,,Healthy,2553.0,health_rating,RiceKrispyTreat,1.0,35.0,,,,,,2
,2062.0,,2062.0,500.0,stim,single-stim-button,39,132042,0.0-38.0,dietary_decision,True,0,,Very_Healthy,2062.0,health_rating,whitegrapes,2.0,36.0,,,,,,2
,1031.0,,1031.0,500.0,stim,single-stim-button,40,133584,0.0-39.0,dietary_decision,True,0,,Very_Healthy,1031.0,health_rating,reddelicious,2.0,37.0,,,,,,2
,2849.0,,2849.0,500.0,stim,single-stim-button,41,136940,0.0-40.0,dietary_decision,True,0,,Unhealthy,2849.0,health_rating,FamousAmos,-1.0,38.0,,,,,,2
,1804.0,,1804.0,500.0,stim,single-stim-button,42,139257,0.0-41.0,dietary_decision,True,0,,Very_Unhealthy,1804.0,health_rating,Oreos,-2.0,39.0,,,,,,2
,2203.0,,2203.0,500.0,stim,single-stim-button,43,141969,0.0-42.0,dietary_decision,True,0,,Very_Healthy,2203.0,health_rating,strawberries,2.0,40.0,,,,,,2
,1978.0,,1978.0,500.0,stim,single-stim-button,44,144459,0.0-43.0,dietary_decision,True,0,,Unhealthy,1978.0,health_rating,laysclassic,-1.0,41.0,,,,,,2
,1982.0,,1982.0,500.0,stim,single-stim-button,45,146953,0.0-44.0,dietary_decision,True,0,,Unhealthy,1982.0,health_rating,ffraspsorbet,-1.0,42.0,,,,,,2
,3433.0,,3433.0,500.0,stim,single-stim-button,46,150893,0.0-45.0,dietary_decision,True,0,,Healthy,3433.0,health_rating,mixedyogart,1.0,43.0,,,,,,2
,2248.0,,2248.0,500.0,stim,single-stim-button,48,158174,0.0-47.0,dietary_decision,True,0,,Very_Healthy,2248.0,health_rating,carrots,2.0,45.0,,,,,,2
,1843.0,,1843.0,500.0,stim,single-stim-button,49,160527,0.0-48.0,dietary_decision,True,0,,Unhealthy,1843.0,health_rating,KitKat,-1.0,46.0,,,,,,2
,1374.0,,1374.0,500.0,stim,single-stim-button,50,162412,0.0-49.0,dietary_decision,True,0,,Very_Unhealthy,1374.0,health_rating,keeblerrainbow,-2.0,47.0,,,,,,2
,2911.0,,2911.0,500.0,stim,single-stim-button,51,165828,0.0-50.0,dietary_decision,True,0,,Neutral,2911.0,health_rating,Lindt,0.0,48.0,,,,,,2
,2172.0,,2172.0,500.0,stim,single-stim-button,52,168510,0.0-51.0,dietary_decision,True,0,,Very_Unhealthy,2172.0,health_rating,cherryicecream,-2.0,49.0,,,,,,2
,2144.0,,2144.0,500.0,stim,single-stim-button,4,26832,0.0-3.0,dietary_decision,True,0,,Neutral,2144.0,health_rating,KitKat,0.0,1.0,,,,,,3
,1988.0,,1988.0,500.0,stim,single-stim-button,5,29323,0.0-4.0,dietary_decision,True,0,,Neutral,1988.0,health_rating,slimfastC,0.0,2.0,,,,,,3
,1988.0,,1988.0,500.0,stim,single-stim-button,6,31821,0.0-5.0,dietary_decision,True,0,,Neutral,1988.0,health_rating,slimfastV,0.0,3.0,,,,,,3
,2280.0,,2280.0,500.0,stim,single-stim-button,7,34610,0.0-6.0,dietary_decision,True,0,,Healthy,2280.0,health_rating,wheatcrisps,1.0,4.0,,,,,,3
,3048.0,,3048.0,500.0,stim,single-stim-button,8,38169,0.0-7.0,dietary_decision,True,0,,Healthy,3048.0,health_rating,cellery,1.0,5.0,,,,,,3
,2484.0,,2484.0,500.0,stim,single-stim-button,10,45671,0.0-9.0,dietary_decision,True,0,,Healthy,2484.0,health_rating,FamousAmos,1.0,7.0,,,,,,3
,2251.0,,2251.0,500.0,stim,single-stim-button,11,48431,0.0-10.0,dietary_decision,True,0,,Very_Healthy,2251.0,health_rating,redgrapes,2.0,8.0,,,,,,3
,3793.0,,3793.0,500.0,stim,single-stim-button,12,52730,0.0-11.0,dietary_decision,True,0,,Healthy,3793.0,health_rating,carrots,1.0,9.0,,,,,,3
,2095.0,,2095.0,500.0,stim,single-stim-button,14,59838,0.0-13.0,dietary_decision,True,0,,Neutral,2095.0,health_rating,cookiencream,0.0,11.0,,,,,,3
,1486.0,,1486.0,500.0,stim,single-stim-button,15,61829,0.0-14.0,dietary_decision,True,0,,Neutral,1486.0,health_rating,Lindt,0.0,12.0,,,,,,3
,1426.0,,1426.0,500.0,stim,single-stim-button,16,63757,0.0-15.0,dietary_decision,True,0,,Healthy,1426.0,health_rating,strawberries,1.0,13.0,,,,,,3
,1959.0,,1959.0,500.0,stim,single-stim-button,17,66228,0.0-16.0,dietary_decision,True,0,,Neutral,1959.0,health_rating,sbcrackers,0.0,14.0,,,,,,3
,3172.0,,3172.0,500.0,stim,single-stim-button,18,69902,0.0-17.0,dietary_decision,True,0,,Very_Healthy,3172.0,health_rating,banana,2.0,15.0,,,,,,3
,2282.0,,2282.0,500.0,stim,single-stim-button,19,72696,0.0-18.0,dietary_decision,True,0,,Neutral,2282.0,health_rating,icecreamsandwich,0.0,16.0,,,,,,3
